"Timestamp","career","salary","nation","country","background","years","bioinformatics","position","papers","author","like","dislike","happy","tools","applications","future","question","languages"
07/01/2008 17:43:00,"industry",35000,"europe","europe","bio",10,"Genetics and population analysis, Databases and Ontologies","Masters / PhD / Entry Level",5,1,"The area of bioinformatics you work in, Flexibility of hours and holidays","The work you do day-to-day, Your achievements so far in your career",5,"mostly my own programs","twitter, friendfeeds, linkedin, googledocs, geni,wikipedia,google reader, google anlytics, blogger,delicious,connotea,flickr,pubmed",60,"statistics, statistics everywhere. databases interlinked using semantic web. grid computing for big softwares","Java, C/C++"
07/02/2008 10:39:00,"academia",35000,"europe","europe","chem",8,"Genome analysis, Sequence analysis","Post Doc / Research Scientist",7,6,"The work you do day-to-day, Your relationship with your collegues, Flexibility of hours and holidays","The aims of the faculty/company you work for",8,"NA","NA",30,"down the drain!","Perl, R"
07/02/2008 17:42:00,"academia",35000,"europe","north america","bio",2,"Gene expression","Post Doc / Research Scientist",4,2,"The area of bioinformatics you work in, Flexibility of hours and holidays","The pay",8,"cytoscape, bioconductor, endeavour, david, entrezgene, pubmed","NA",0.5,"bioinformatics will move from being a 'field' to an more integrated part of each and every wetlab, bar a few, most-likely government-, charity-funded 'super-groups'.","Perl, R"
07/02/2008 18:33:00,"academia",35000,"asia","north america","bio",5,"Genome analysis, Sequence analysis, Phylogenetics, Data and Text Mining, Databases and Ontologies","Post Doc / Research Scientist",20,9,"The area of bioinformatics you work in, Your achievements so far in your career, Flexibility of hours and holidays","The area of bioinformatics you work in, The pay, The aims of the faculty/company you work for",8,"bioperl, mega, bioedit","genbank",30,"NA","Perl, R"
07/02/2008 08:12:00,"academia",34000,"europe","europe","cs",3,"Systems Biology, Data and Text Mining","Masters / PhD / Entry Level",9,5,"The area of bioinformatics you work in, Your relationship with your manager/boss, Flexibility of hours and holidays",,8,"pylab, scipy","google reader, twitter, string, stitch",40,"struggling with lots and lots of data on one hand, but with a lack of interesting data on particular subjects on the other hand.","Perl, Python"
07/02/2008 09:47:00,"academia",34000,"europe","europe","bio",3,"Genome analysis, Sequence analysis, Phylogenetics, Data and Text Mining","Masters / PhD / Entry Level",2,1,"The area of bioinformatics you work in, Your relationship with your manager/boss, Your relationship with your collegues, Flexibility of hours and holidays","Your achievements so far in your career",7,"blast,hmmer,iqpnni,mafft,clustalw,mrbayes,iqpnni,raxml,","blast,google reader",2,"NA","Perl, R, Pl/SQL"
07/01/2008 19:04:00,"academia",32000,"north america","north america","cs",1.5,"Genome analysis, Sequence analysis, Gene expression, Systems Biology","Masters / PhD / Entry Level",1,0,"The area of bioinformatics you work in, Your relationship with your manager/boss, The aims of the faculty/company you work for","The work you do day-to-day, Your achievements so far in your career, Flexibility of hours and holidays",8,"numpy, scipy, bioconductor","google reader",50,"NA","Java, Python, R, Matlab"
07/01/2008 21:19:00,"academia",30000,"north america","north america","cs",2,"Structural Bioinformatics, Systems Biology, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your manager/boss","Your achievements so far in your career, Writing papers, The pay",10,"vmd, pymol, jmol, jalview, modeller, scwrl, charmm, namd, gaussian, qchem, rosetta, autodock, blast, psipred, dssp, mmtsb, meme, hhpred, papers","google reader, google docs & spreadsheets, wordpress",20,"NA","Java, Ruby, C/C++, Bash Shell"
07/02/2008 23:04:00,"academia",30000,"north america","north america","cs",8,"Genome analysis, Gene expression, Genetics and population analysis","Masters / PhD / Entry Level",2,0,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Writing papers, Your relationship with your collegues, The pay",9,"r, spss, webqtl","NA","NA","lots more involved in analyzing and interpreting population-level whole genome sequence data (genome sequences for lots of individuals).  trying to figure out how to make personalized medicine work.","Perl, R"
07/02/2008 01:47:00,"academia",29000,"north america","north america","bio",4,"Structural Bioinformatics, Data and Text Mining","Masters / PhD / Entry Level",3,2,"The area of bioinformatics you work in, Your relationship with your manager/boss, Your relationship with your collegues, The aims of the faculty/company you work for, Flexibility of hours and holidays","The work you do day-to-day, Your achievements so far in your career, Writing papers, The pay",6,"feature, go::termfinder, swiss-prot, scanprosite, pdb","google docs, google reader, gmail, gchat, google calendar, google maps, friendfeed, blogger, webfeature",5,"optimistically, i hope to see bioinformatics becoming a natural extension of almost all scientific studies, open collaborations between wet and dry labs, dry labs thriving on an abundance of high-quality data, and bioinformatics discoveries making it back into wet labs and into clinical applications in therapeutically reasonable time frames. of course, this also depends on political climate, so probably few of these things will happen, but at the very least i think collaboration will be more open and synergistic, and the promise of bioinformatics will start to translate.","Java, Python, R"
07/02/2008 08:49:00,"academia",28500,"NA","NA","cs",2,"Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",2,2,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your manager/boss","Writing papers, The pay, The aims of the faculty/company you work for",7,"weka","google docs, igoogle",40,"NA","Java, C/C++, Matlab, C#"
07/02/2008 08:53:00,"academia",28000,"africa","africa","cs",2,"Genetics and population analysis","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Your achievements so far in your career, Writing papers, The pay",9,"NA","google (calendar, docs, gmail, notebook, reader)",30,"don't know, but personal genomics will change the field in ways we can't anticipate yet","Java, Python, R"
07/01/2008 17:35:00,"academia",26000,"north america","north america","bio",3,"Genome analysis, Gene expression, Data and Text Mining","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The aims of the faculty/company you work for, Flexibility of hours and holidays","The pay",7,"NA","NA",50,"more automated, more open, more collaborative, and more essential.","Ruby, R"
07/03/2008 09:33:00,"academia",26000,"europe","europe","bio",1,"Genome analysis, Gene expression, Databases and Ontologies","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, Your relationship with your collegues, The aims of the faculty/company you work for","Writing papers, The pay",8,"NA","google reader, connotea, pubmed",5,"NA","Perl, Python"
07/02/2008 10:36:00,"academia",25000,"europe","europe","bio",5,"Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",4,1,"The area of bioinformatics you work in","The work you do day-to-day, Writing papers",5,"NA","google docs, google analytics, webalizer, subversion",5,"NA","Perl, Java, JavaScript"
07/02/2008 12:41:00,"academia",25000,"europe","north america","bio",1,"Structural Bioinformatics, Data and Text Mining","Masters / PhD / Entry Level",2,1,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your manager/boss, Flexibility of hours and holidays","The pay, The aims of the faculty/company you work for",8,"ccp4, cctbx, stride, msms, biskit","none",6,"i see the structural bioinformatics peleton move towards massive datasets and bayes","Python, R"
07/02/2008 13:08:00,"academia",25000,"europe","europe","other",5,"Genetics and population analysis, Data and Text Mining","Masters / PhD / Entry Level",3,2,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your manager/boss, Your relationship with your collegues, Flexibility of hours and holidays","Your achievements so far in your career, Writing papers, The pay",8,"NA","NA",10,"NA","Perl"
07/03/2008 02:19:00,"academia",25000,"north america","north america","cs",1,"Genome analysis, Sequence analysis","Masters / PhD / Entry Level",1,0,"The area of bioinformatics you work in, Your relationship with your collegues, Flexibility of hours and holidays","Writing papers, The pay",7,"blast, mummer, phylip, paup","google docs",50,"there will always be problems to work on.","Perl, Python, C/C++"
07/02/2008 12:14:00,"industry",24000,"latin america","europe","other",5,"Structural Bioinformatics","Masters / PhD / Entry Level",1,0,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your collegues, Flexibility of hours and holidays","Writing papers, Your relationship with your manager/boss, The pay",6,"NA","NA",5,"approximately the same thing as today","Java, Python, C/C++"
07/04/2008 17:23:00,"academia",23395.5,"europe","europe","bio",3.5,"Genome analysis, Sequence analysis, Gene expression","Masters / PhD / Entry Level",1,1,"The area of bioinformatics you work in, The work you do day-to-day","Writing papers, The pay",10,"blast, hmmer, tcoffe, clustalw, paml, exonerate, infernal","google reader",100,"no idea","Perl, R"
07/03/2008 19:31:00,"academia",22000,"north america","north america","bio",1,"Data and Text Mining","Masters / PhD / Entry Level",3,1,"The area of bioinformatics you work in, Your relationship with your collegues, Flexibility of hours and holidays","Writing papers, The pay, The aims of the faculty/company you work for",4,"NA","NA","NA","NA","Python"
07/02/2008 05:57:00,"academia",20000,"north america","north america","cs",3,"Genome analysis, Systems Biology, Databases and Ontologies","Masters / PhD / Entry Level",6,1,"The work you do day-to-day, Writing papers, Flexibility of hours and holidays","Your achievements so far in your career, The pay",7,"blast, pubmed.","NA",20,"NA","Perl, Java, C/C++, R, Matlab"
07/02/2008 21:00:00,"academia",20000,"north america","north america","NA",7,"Databases and Ontologies","Masters / PhD / Entry Level",15,4,"The area of bioinformatics you work in, The work you do day-to-day, Your achievements so far in your career, Writing papers, Flexibility of hours and holidays","Writing papers, Your relationship with your manager/boss, The pay, The aims of the faculty/company you work for",5,"NA","ncbi, umls",1,"i see it disappearing completely as it is swallowed back up by its founding components, biology and computer science.","Java"
07/03/2008 05:36:00,"industry",19500,"asia","asia","bio",3,"Data and Text Mining","Post Doc / Research Scientist",1,0,"The area of bioinformatics you work in, Your relationship with your manager/boss, The pay","Your achievements so far in your career, The aims of the faculty/company you work for",8,"other text-mining and nlp tools","NA",2,"even more data, more vague conclusions, nothing solid","MySQL"
07/02/2008 01:51:00,"academia",18585,"europe","oceana","bio",7,"Genome analysis","Masters / PhD / Entry Level",4,4,"Your achievements so far in your career, Writing papers, Flexibility of hours and holidays","The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your manager/boss",4,"meme, mmeta, clustalw","wordpress, google reader, google code,",10,"bioinformatics will become even more broad, so that the concept of using computers for analysis becomes standard. everyone will then be a bioinformatician.","Java, Python, R"
07/02/2008 11:02:00,"academia",18000,"europe","europe","bio",8,"Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",6,2,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","The pay",8,"NA","django, struts, apache, tomcat, jquery",22,"hard to tell, that's why i prefer text and data mining on a more general level, in case there is no further progress","Perl, Java, Python, Lisp, C/C++"
07/02/2008 18:02:00,"academia",16000,"europe","europe","bio",3,"Structural Bioinformatics","Masters / PhD / Entry Level",1,1,"The area of bioinformatics you work in, Your relationship with your manager/boss, Flexibility of hours and holidays","Writing papers, Your relationship with your collegues, The pay",8,"NA","NA",4,"NA","Perl, Python"
07/03/2008 19:32:00,"academia",15000,"europe","europe","bio",7,"Genome analysis, Sequence analysis, Phylogenetics, Data and Text Mining","Senior Post doc / Senior Scientist",13,6,"The area of bioinformatics you work in, Your relationship with your collegues","The pay",7,"blast, psi-blast, interproscan, te analysis tools","databases (ncbi nr, interpro, smart, pfam, uniprot, pdb, scop etc.), mpi toolkit, ffas03, bioinfo.pl metaserver, interproscan, doutfinder, prosite tools, seed etc.","NA","final integration of data provided from multiple sources to find a final conclusion to a given biological question.","Java"
07/03/2008 08:26:00,"academia",14400,"NA","europe","bio",1.5,"Gene expression, Systems Biology, Databases and Ontologies","Masters / PhD / Entry Level","NA","NA","The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your collegues","Your achievements so far in your career, The pay, Flexibility of hours and holidays",7,"NA","NA","NA","NA","Perl, R, php"
07/03/2008 11:14:00,"academia",12000,"europe","europe","bio",12,"Sequence analysis, Structural Bioinformatics, Gene expression, Systems Biology, Data and Text Mining","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Your achievements so far in your career, The pay, The aims of the faculty/company you work for",6,"NA","NA",20,"in a better way than today","Java, C/C++, bash"
07/01/2008 21:38:00,"academia",10000,"europe","europe","cs",5,"Genome analysis","Masters / PhD / Entry Level",5,1,"The area of bioinformatics you work in, Your achievements so far in your career, The aims of the faculty/company you work for","Writing papers, Your relationship with your manager/boss, The pay",7,"blast, public databases (sgd, ncbi entrez)","weblogo?",0.5,"analyzing the data being currently generated (encode projects and so on)","Perl, R"
07/04/2008 03:18:00,"non-profit",8000,"asia","asia","bio",3,"Gene expression, Data and Text Mining","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The aims of the faculty/company you work for, Flexibility of hours and holidays","The work you do day-to-day, Your achievements so far in your career, The pay",8,"gene pattern, aracne","google, multiply","NA","may be a research scientist and/or a lecturer in a research institute in my country","Python, R"
07/02/2008 02:17:00,"academia",5000,"asia","asia","bio/chem",1,"Sequence analysis, Phylogenetics","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Your achievements so far in your career, The pay",7,"blast, clustalw, bioedit","google reader, igoogle, my yahoo!, connotea",30,"NA","Perl"
07/03/2008 17:16:00,"academia",5000,"latin america","latin america","bio",2,"Structural Bioinformatics","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, Your achievements so far in your career, Flexibility of hours and holidays","The work you do day-to-day, Your achievements so far in your career, The pay",8,"pymol, vmd, namd, gromacs, amber","wordpress",10,"i guess there is still too much unanswered question in the field, so i guess there is still space for new people/ideas...","Python, Matlab"
07/01/2008 22:28:00,"academia",4500,"europe","europe","bio",9,"Genome analysis, Sequence analysis, Phylogenetics, Systems Biology","Senior Post doc / Senior Scientist",29,6,"The work you do day-to-day, Writing papers, Flexibility of hours and holidays","The pay, The aims of the faculty/company you work for",8,"endnote","wikipedia",30,"gone","Perl, R"
07/02/2008 11:13:00,"academia",2000,"europe","europe","bio",5,"Genome analysis, Sequence analysis","Post Doc / Research Scientist",7,2,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Your achievements so far in your career, The pay, Flexibility of hours and holidays",8,"blat,exonerate, ucsc, ensembl","google docs, google calendar",20,"NA","Perl"
07/03/2008 18:21:00,"academia",1500,"europe","europe","bio",4,"Sequence analysis, Phylogenetics, Genetics and population analysis, Databases and Ontologies","Masters / PhD / Entry Level",1,1,"The area of bioinformatics you work in, The work you do day-to-day, The aims of the faculty/company you work for","Your achievements so far in your career, Your relationship with your manager/boss, The pay",9,"dnasp, multiple alignment tools, blast","twitter, rss",1,"it depends on where is computer science in ten years time","Perl, C/C++, R, php, css, xhtml"
07/02/2008 07:48:00,"academia",1200,"europe","europe","bio/cs",1,"Sequence analysis, Structural Bioinformatics, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",1,0,"The area of bioinformatics you work in, Your relationship with your collegues, The aims of the faculty/company you work for","The pay",8,"pubmed,gnuplot,bash,mysql,connotea","friendfeed,twitter,google reader","NA","very hard to predict, maybe there will be no such a field but more general: applied informatics. or the other way round: there'll be more even specialized areas for bioinformatics.","Java, Python, R, Matlab"
07/02/2008 13:06:00,"industry",1000,"europe","europe","bio",1,"Data and Text Mining","Post Doc / Research Scientist",1,1,"The area of bioinformatics you work in, The pay, Flexibility of hours and holidays",,9,"NA","NA","NA","NA","Java"
07/02/2008 07:45:00,"industry",658,"asia","asia","cs",0.55,"Genome analysis, Structural Bioinformatics, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The pay, Flexibility of hours and holidays","Writing papers",7,"ramp, namd, scrwl3, mysql, ruby on rails","twitter",5,"it should be good.","Perl, Ruby, R"
07/03/2008 16:20:00,"industry",52,"europe","europe","bio",5,"Gene expression, Systems Biology, Data and Text Mining","Post Doc / Research Scientist",4,3,"The area of bioinformatics you work in, Writing papers, Flexibility of hours and holidays","The work you do day-to-day, The pay",8,"ingenuity spotfire  command console  kegg","google reader",30,"bioinformatics will be the tool set of systems biology","R, Matlab"
07/02/2008 14:33:00,"academia",50,"europe","europe","bio",10,"Genome analysis, Sequence analysis, Systems Biology","Senior Post doc / Senior Scientist",26,16,"The area of bioinformatics you work in, Your relationship with your collegues, Flexibility of hours and holidays","Writing papers, Your relationship with your manager/boss, The pay",4,"NA","NA","NA","i see a big chunck of the field integrating in standard experimental research, with bioinformaticians as part of experimental labs, implicated in the design and interpretations of results.","Perl, javascript"
07/02/2008 09:41:00,"academia",37.95,"europe","europe","bio/cs",2,"Genome analysis, Sequence analysis, Databases and Ontologies","Masters / PhD / Entry Level",1,4,"The work you do day-to-day, Your relationship with your collegues, Flexibility of hours and holidays","Your achievements so far in your career, Writing papers, The pay",8,"assembly, annotation software","joomla, wordpress",5,"NA","Perl, Python"
07/01/2008 18:51:00,"academia",0,"europe","europe","bio",1,"Structural Bioinformatics","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, Your relationship with your manager/boss, Your relationship with your collegues, Flexibility of hours and holidays","Your achievements so far in your career, The pay",10,"procheck, profit, clustal, mammoth-mult","google docs, google reader",50,"everywhere, bioinformatics is not a field, but a tool.","Perl, C/C++"
07/02/2008 07:42:00,"academia",0,"europe","europe","bio",2,"Genome analysis, Sequence analysis, Phylogenetics","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, Your achievements so far in your career, Flexibility of hours and holidays",,8,"biopython, uniprot, ensembl genome browser","wordpress, phpbb, django",5,"i think many people do bad bioinformatics, without respecting good laboratory practices (like not testing their software, or poor programming), therefore in ten years time bioinformatics will be a mess or the same as it is now.","Perl, Python"
07/01/2008 17:50:00,"academia",,"europe","europe","bio",4,"Genome analysis, Sequence analysis, Data and Text Mining, Databases and Ontologies","Senior Post doc / Senior Scientist",19,7,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your collegues","Writing papers, The pay",8,"NA","blogger,github,twitter,google docs",20,"* any biologist will have to know a little bit of scripting to work with their datasets. * much more service-oriented. * overhaul of the way data is now stored in databases: the amount gets too big for querying. which direction that will take is still a mystery.","Perl, Ruby"
07/01/2008 18:01:00,"academia",,"NA","NA","cs",8,"Genetics and population analysis, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",2,0,"The work you do day-to-day, Your relationship with your collegues, Flexibility of hours and holidays","Writing papers, The pay",7,"NA","NA",1,"NA","Java, Ruby, C/C++, R, Objective C, Javascript"
07/01/2008 22:19:00,"academia",,"europe","europe","bio",5,"Genome analysis, Sequence analysis","Masters / PhD / Entry Level",5,2,"Flexibility of hours and holidays","The work you do day-to-day, Your achievements so far in your career, Writing papers, The pay, The aims of the faculty/company you work for",3,"hmmer, blast, muscle","NA",0,"NA","Python, R"
07/01/2008 22:45:00,"academia",,"europe","europe","bio",12,"Genome analysis, Sequence analysis, Phylogenetics, Systems Biology, Data and Text Mining, Databases and Ontologies","Senior Post doc / Senior Scientist",33,11,"Your achievements so far in your career, Your relationship with your manager/boss, Your relationship with your collegues, The pay, The aims of the faculty/company you work for, Flexibility of hours and holidays","The area of bioinformatics you work in, The work you do day-to-day, Writing papers",5,"NA","NA",50,"painful","Perl, Python"
07/02/2008 08:36:00,"academia",,"europe","europe","bio",1,"Structural Bioinformatics","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, Your relationship with your manager/boss, Flexibility of hours and holidays","The work you do day-to-day, Your achievements so far in your career, The aims of the faculty/company you work for",8,"pymol, gold, openeye suite, auto dock, vmd, namd","most google tools, joomla",10,"as any of the main fields in biology and informatics",
07/02/2008 10:54:00,"academia",,"europe","europe","cs",3,"Sequence analysis","Post Doc / Research Scientist",5,5,"The area of bioinformatics you work in, Your relationship with your collegues, The aims of the faculty/company you work for, Flexibility of hours and holidays",,9,"bioperl, r, gnuplot,excel, openoffice","NA",4,"NA","Perl"
07/02/2008 16:41:00,"academia",,"europe","europe","bio",8,"Sequence analysis, Structural Bioinformatics","PI / Group Leader / Team Leader",67,18,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your collegues","The aims of the faculty/company you work for",9,"amber, modeller, gaussian, autodock","NA",23,"hopefully, as an additional way to study and to understand the biology of living beings, at the same level as some other disciplines currently identified as ""classics"": biochemistry, genetics, etc.","Perl"
07/02/2008 17:22:00,"academia",,"europe","europe","bio",4,"Genome analysis, Sequence analysis, Genetics and population analysis, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",1,0,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your manager/boss","Your achievements so far in your career, Writing papers, The pay",8,"blast, clustalw, mitoprot, targetp, interproscan, emboss","wordpress, google reader","NA","based on the exponential nature regarding the increase in computational power and the laws of accelerating returns i believe we will enter the yottaflop era. this will result in artificially intelligent machines developing a more flexible and advanced form of intelligence with a significant focus on neural nets mirroring human neural networks. this will inevitably lead to the evolution of machine intelligence that will greatly surpass the capabilities of the human brain. bioinformatics will merely be a software library for manipulating organisms on a genomic scale harnessing the power of synthetic biology leading to the development of a superior android race interested only in reproducing and consuming all known matter and anti matter.","Java"
07/02/2008 18:25:00,"industry",,"north america","north america","bio",10,"Genome analysis, Sequence analysis, Gene expression, Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",4,0,"The area of bioinformatics you work in, The aims of the faculty/company you work for, Flexibility of hours and holidays","Your achievements so far in your career",9,"genome browser, entrez,","NA",7,"fine mapping pathways and structure - function relationships.","Perl, R"
07/02/2008 19:58:00,"academia",,"north america","north america","cs","NA","Genome analysis, Sequence analysis","Post Doc / Research Scientist",7,1,"The area of bioinformatics you work in, The work you do day-to-day, The aims of the faculty/company you work for","The pay",9,"blat, blast, cross_match, ssaha-snp, ucsc genome browser","wordpress, google docs, igoogle",30,"it stands to reason that the data throughput will continue to grow at exponential rates, reducing the demand for laboratory technician workers but increasing the demand for bio-informaticians.  in ten years, i see bio-informatics as the research cornerstone of most research laboratories, with as much financial and human resources devoted to it as to the experimental work (if not more).","Perl, R"
07/02/2008 22:03:00,"NA",,"NA","NA","cs","NA",,"Masters / PhD / Entry Level","NA","NA",,,"NA","NA","NA","NA","NA",
07/03/2008 00:22:00,"NA",,"europe","oceana","bio",7,"Genome analysis, Sequence analysis, Phylogenetics, Gene expression, Genetics and population analysis, Data and Text Mining","Senior Post doc / Senior Scientist","NA","NA","The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your collegues",,9,"emboss, gbrowse, phyml, muscle, ingenuity pathway analysis, blast, genewise, hmmer,custom made tools","modeltest",5,"need to integrate raw genomics data with physiology (experiments and modelling) to make sense of functionality at level of organism - systems biology","Perl, R"
07/03/2008 05:04:00,"industry",,"asia","asia","bio",6,"Genome analysis, Systems Biology, Data and Text Mining, Databases and Ontologies","Senior Post doc / Senior Scientist",3,"NA","The area of bioinformatics you work in, The work you do day-to-day, The pay, The aims of the faculty/company you work for",,8,"NA","NA",10,"NA",
07/03/2008 08:38:00,"industry",,"europe","europe","bio",2.5,"Gene expression","Senior Post doc / Senior Scientist",3,2,"Your relationship with your manager/boss, The pay","Your achievements so far in your career, Flexibility of hours and holidays",7,"bioconductor, tmev, rosetta resolver, various databases","NA",0.5,"it is getting more and more important with all the new and coming high troughput technologies","Python"
07/03/2008 11:15:00,"academia",,"europe","europe","bio/cs",6,"Genome analysis, Gene expression","Masters / PhD / Entry Level",11,3,"The area of bioinformatics you work in, Writing papers","Your achievements so far in your career, The pay",9,"r bioconductor","pubmed, geo, source","NA","NA","Perl, R"
07/03/2008 13:55:00,"academia",,"latin america","europe","bio",7,"Genome analysis, Sequence analysis, Phylogenetics, Gene expression, Systems Biology, Databases and Ontologies","Masters / PhD / Entry Level",8,4,"The area of bioinformatics you work in, The work you do day-to-day, The aims of the faculty/company you work for","The pay",10,"blast, blat, hmmer, infernal, emboss, estwisedb, rnafold,r, bioconductor","google reader, facebook, blogger",30,"NA","Perl, Java, R"
07/03/2008 15:12:00,"academia",,"asia","north america","bio",2,"Genome analysis, Sequence analysis, Structural Bioinformatics, Genetics and population analysis","Masters / PhD / Entry Level",2,"NA","The area of bioinformatics you work in, Your achievements so far in your career, The aims of the faculty/company you work for","Writing papers, The pay",7,"genome browsers, interaction prediction tools, chimera","wordpress",,"systems biology, genomic studies, linking genotpye to phenotype all of these have good commercial prospects.","Python, Matlab"
07/03/2008 17:25:00,"industry",,"europe","europe","bio",4,"Data and Text Mining","Post Doc / Research Scientist",2,1,"The area of bioinformatics you work in, The work you do day-to-day, The aims of the faculty/company you work for","Writing papers, The pay",7,"aks2, uima","aks2, pubmed, pubchem, chebi",15,"NA","Perl, Java"
07/03/2008 18:08:00,"NA",,"asia","north america","bio","NA","Genome analysis, Sequence analysis, Structural Bioinformatics, Genetics and population analysis, Databases and Ontologies","Post Doc / Research Scientist",4,0,"The area of bioinformatics you work in, Your achievements so far in your career, The aims of the faculty/company you work for","Writing papers, The pay, Flexibility of hours and holidays",10,"NA","NA","NA","NA","Perl, C/C++, R"
07/03/2008 18:16:00,"industry",,"north america","north america","bio",20,"Genome analysis, Sequence analysis, Genetics and population analysis","Professor / Senior Managment",30,10,"The work you do day-to-day, Your achievements so far in your career, Your relationship with your collegues",,9,"NA","NA",10,"NA","Perl"
07/04/2008 19:10:00,"industry",140000,"north america","north america","bio",8,"Genome analysis, Sequence analysis, Gene expression","PI / Group Leader / Team Leader",65,18,"The area of bioinformatics you work in, The work you do day-to-day, The pay",,9,"genedata analyst,genepattern,r","google docs,papers",8,"embedded within many branches of biology.","Python, R"
07/04/2008 19:53:00,"academia",26000,"north america","north america","bio",3,"Genome analysis, Sequence analysis, Gene expression","Masters / PhD / Entry Level",4,0,"The work you do day-to-day, Your relationship with your collegues, The aims of the faculty/company you work for","The work you do day-to-day",7,"fjoin, ensembl's perlapi, mdos, biopython","NA",30,"NA","Perl, Python"
07/04/2008 23:14:00,"industry",100000,"north america","north america","bio",6,"Genome analysis, Gene expression, Data and Text Mining","Senior Post doc / Senior Scientist",8,2,"Writing papers, The pay, The aims of the faculty/company you work for",,7,"NA","NA",10,"more integration of data types, and more automation of analysis, but specialist talents required for new bioinformatics challenges.","Matlab"
07/05/2008 01:13:00,"academia",10000,"europe","europe","bio",2,"Gene expression","Masters / PhD / Entry Level",2,1,"The area of bioinformatics you work in, Your relationship with your collegues, Flexibility of hours and holidays","The work you do day-to-day, Writing papers, The pay",7,"NA","NA",3,"NA","Java, C/C++, R, Matlab"
07/05/2008 04:29:00,"industry",41562,"oceana","asia","bio",8,"Genome analysis, Sequence analysis, Gene expression, Databases and Ontologies","Senior Post doc / Senior Scientist",4,1,"The area of bioinformatics you work in, The work you do day-to-day, The aims of the faculty/company you work for","Writing papers, The pay",7,"blat,blast,mysql,postgres","drupal,google docs",30,"how to integrate genomics data into a predictive model of cellular function.","Python, R"
07/05/2008 09:48:00,"government",56552.38,"europe","europe","bio",3,"Gene expression, Systems Biology, Data and Text Mining, Databases and Ontologies","Senior Post doc / Senior Scientist",7,0,"The area of bioinformatics you work in, The work you do day-to-day, Flexibility of hours and holidays","Writing papers, Your relationship with your manager/boss",8,"lyx, papers, bibdesk,textmate, code, r,,cytoscape,biomart,ncbi-geo,ihop,...,...","twitter, facebook","NA","NA","Python, Ruby, R"
07/05/2008 09:57:00,"industry",80000,"north america","europe","bio",8,"Genome analysis, Sequence analysis, Gene expression","PI / Group Leader / Team Leader",15,10,"The area of bioinformatics you work in, The work you do day-to-day, The aims of the faculty/company you work for","Writing papers, Your relationship with your manager/boss",8,"sequence assembly,blast,smith-waterman,primer design","NA",20,"tool for the analysis and interpretation of biological data","Perl, Python, php"
07/06/2008 06:52:00,"NA",50000,"north america","europe","bio",8,"Genome analysis, Sequence analysis, Gene expression","PI / Group Leader / Team Leader",20,10,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your collegues, The pay","Writing papers, Your relationship with your manager/boss",8,"NA","NA","NA","NA","Perl, Java, Python"
07/06/2008 12:22:00,"industry",6500,"asia","asia","bio",2,"Data and Text Mining, Databases and Ontologies","Masters / PhD / Entry Level",0,0,"The area of bioinformatics you work in, The work you do day-to-day, Your relationship with your collegues","The pay, The aims of the faculty/company you work for, Flexibility of hours and holidays",6,"NA","NA",20,"NA","Perl"
